0	The choice of related pairs in this dataset was drawn from VCL in the following way.	These features were only included in our second run yiGou-midbaitu.	Singular value decomposition (SVD) is traditionally used to perform this factorization.	was drawn from	only included in	traditionally	Criteria for selection	Methodology used in past work	N18-2032_s-8-1-0-0	S15-2014_s-8-10-1-5	D13-1090_s-4-1-0-3	0.8
69	Six different surveys, each including approximately 50 stimulus words, were administered for each region.	In order to measure the semantic similarity between tweets, rather than isolated words, we needed a way to obtain vector representations of documents.	Model 0 can be parsed by adapting standard top-down or bottom-up chart parsing techniques.	were administered	in order to measure	by adapting	Description of the process	Using methods used in past work	D17-1241_s-4-3-1-2	S16-1072_s-7-1-1-0	P10-1001_s-9-6-1-0	0.8
70	Two separate tests were done, one to compare the means for each student individually, and one to compare the means across all students.	For this reason, it was necessary to employ validation in training.	Singular value decomposition (SVD) is traditionally used to perform this factorization.	to compare	it was necessary to	traditionally	Description of the process	Methodology used in past work	P11-3017_s-4-12-1-1	J03-1004_s-9-27-0-2	D13-1090_s-4-1-0-3	1
71	After training, the learned embedding matrices are ready to be used.	This removal was carried out on both the transcripts and audio.	Afterwards, according to the procedure proposed in (CITE-p-14-3-7), the domain-dependent logic expressions are generated in (d).	after training	was carried out	according to the procedure	Description of the process	Using methods used in past work	N18-2054_s-9-1-1-0	E17-1030_s-6-3-0-1	N18-1060_s-5-1-0-4	0.8
72	After collection, we get a set of instances MATH-w-6-1-2-101 with different document-topic distributions for each bilingual term pair.	The threshold was set at 200 words of automatically scraped body text of a linked document.	One of the most well known is the lexicalized reordering model (CITE-p-23-1-16).	after collection	was set at	the most well-known	Description of the process	Methodology used in past work	D14-1060_s-6-1-2-2	D13-1142_s-5-1-0-4	E09-1043_s-16-1-0-1	1
73	Further, online reference lists of projects and authors concerned with manual annotations were searched.	In total, over 10,000 commands were collected through the game.	After an initial pilot annotation study, the following annotation policy was adopted to overcome common disagreements: (1) When the argument is a noun and it is part of a definite description then include the entire definite description.	were searched	were collected	was adopted to	Description of the process	Reasons why a method was adopted or rejected	J11-4004_s-5-1-0-4	S14-2006_s-6-1-0-0	P06-2104_s-4-3-0-2	0.6
74	This removal was carried out on both the transcripts and audio.	The dataset was obtained from a previous study conducted by the authors.	None of the participants analyzed here met the criteria for language impairment, and the two groups were selected so that there were no statistically significant differences (via two-tailed t-test) between the groups in chronological age, verbal IQ, and full scale IQ.	was carried out	was obtained from	met the criteria	Description of the process	Characteristics of samples or data	E17-1030_s-6-3-0-1	P17-1131_s-4-1-0-1	P17-2006_s-4-1-0-2	0.5
75	The corpus was divided into training (75%) and testing (25%) sets.	None of the participants analyzed here met the criteria for language impairment, and the two groups were selected so that there were no statistically significant differences (via two-tailed t-test) between the groups in chronological age, verbal IQ, and full scale IQ.	For supertagging, experiments were run with the standard splits of CCGbank.	was divided into	met the criteria	were run	Characteristics of samples or data	Description of the process	N06-3006_s-5-4-1-0	P17-2006_s-4-1-0-2	N16-1027_s-8-1-0-0	0.6
76	Only wordforms that did not appear in the first gold standard were included in the second one.	The first dataset called LabWriting consists of 93 patients with schizophrenia who were recruited from sites in both Washington, D.C. and New York City.	We established the following criteria for selecting textbooks and texts:	were included in	were recruited from	criteria for selecting	Characteristics of samples or data	Criteria for selection	E09-1015_s-12-3-3-2	S17-1028_s-4-1-0-0	E09-3003_s-4-1-3-2	0.8
77	All data was annotated by 22 undergraduate and graduate students in various disciplines who were recruited for the task.	For each concept, the preferred term as well as the synonyms were included in the dictionary.	Many methods exist for clustering, e.g., (CITE-p-15-1-0, CITE-p-15-1-4, CITE-p-15-1-21, CITE-p-15-1-11).	were recruited for	were included in	methods exist	Characteristics of samples or data	Methodology used in past work	P14-2064_s-3-3-1-1	S15-2064_s-5-1-1-3	E06-1050_s-5-1-0-3	1
78	The participants were recruited from the Gothenburg MCI study, which is a large longitudinal study on mild cognitive impairment (CITE-p-17-5-7).	No children met the criteria for a language impairment, and there were no significant between-group differences in age or full-scale IQ.	After collection, we get a set of instances MATH-w-6-1-2-101 with different document-topic distributions for each bilingual term pair.	were recruited from	met the criteria	after collection	Characteristics of samples or data	Description of the process	D17-1108_s-5-1-0-0	P15-2035_s-3-1-0-2	D14-1060_s-6-1-2-2	0.4
79	All the meetings in the AMI corpus are spoken in English, but over half the participants are nonnative speakers.	The 79 subcategories were divided into training and testing segments.	First, a Japanese lexical substitution dataset was constructed using the same method as CITE-p-22-3-1.	over half	were divided into	using the same method as	Characteristics of samples or data	Using methods used in past work	N10-1001_s-3-9-0-0	S12-1047_s-8-1-0-0	P15-3006_s-7-1-0-1	0.8
80	They were divided into four groups, which received 1, 2, 4 or 8 sets of words.	Only wordforms that did not appear in the first gold standard were included in the second one.	A major advantage of current BPM systems (as well as their support for database access and enterprise system integration etc.) is their graphical development and authoring environments.	were divided into	were included in	a major advantage of	Characteristics of samples or data	Reasons why a method was adopted or rejected	D15-1134_s-3-7-4-1	E09-1015_s-12-3-3-2	E06-2004_s-2-6-0-0	1
81	None of the participants analyzed here met the criteria for language impairment, and the two groups were selected so that there were no statistically significant differences (via two-tailed t-test) between the groups in chronological age, verbal IQ, and full scale IQ.	All data was annotated by 22 undergraduate and graduate students in various disciplines who were recruited for the task.	A larger set of Arabic Wikipedia articles, selected on the basis of quality heuristics, serves as unlabeled data for semisupervised learning.	met the criteria	were recruited for	selected * on the basis of	Characteristics of samples or data	Criteria for selection	P17-2006_s-4-1-0-2	P14-2064_s-3-3-1-1	E12-1017_s-7-1-0-3	0.4
